Academic_Score,Score_on_Plays_Made,Missed_Play_Score,Injury_Propensity,School_Type,School_Score,Overall_Score,Region,Scholarship
6.4,0.24,0.23,Low,B,0.54,11.4,Western,Partial
5.9,0.18,0.28,Normal,B,0.44,11.3,Eastern,Partial
7.2,0.33,0.22,Normal,B,0.52,12.2,Western,Partial
6.4,0.29,0.24,Normal,B,0.66,12.6,Western,Partial
7.3,0.31,0.25,Moderate,B,0.37,11.1,Southern,Partial
7,0.29,0.37,Low,B,0.47,12.3,Eastern,Partial
6.9,0.19,0.6,Normal,C,0.59,10.4,Western,Full
6.3,0.32,0.17,High,D,0.48,8.8,Eastern,Partial
6.6,0.085,0.33,Low,C,0.61,9.5,Eastern,Partial
6.3,0.32,0.17,High,D,0.48,8.8,Eastern,Partial
6.8,0.18,0.32,Moderate,C,0.44,10.4,Eastern,Partial
6.8,0.52,0.26,Normal,B,0.27,13,Western,Partial
7.1,0.28,0.28,Moderate,C,0.46,12.2,Western,Partial
5.8,0.275,0.3,Normal,C,0.42,10.8,Western,Partial
6.7,0.22,0.39,Low,C,0.47,10,Eastern,Partial
6.1,0.6,0.12,Low,C,0.48,10.4,Western,Full
6.5,0.26,0.31,Low,B,0.54,12.4,Eastern,Full
6.8,0.21,0.26,High,C,0.56,10.5,Western,Partial
6.5,0.27,0.26,High,C,0.36,11.2,Southern,Full
5.9,0.37,0.32,Low,B,0.55,12.7,Western,Partial
6.2,0.21,0.18,High,C,0.52,9.4,Eastern,Partial
6.8,0.3,0.29,Moderate,B,0.32,12.9,Western,Partial
5.4,0.3,0.3,Low,B,0.4,13.6,Western,Full
6.6,0.34,0.2,Low,C,0.55,9.1,Southern,Partial
5.6,0.25,0.19,Low,B,0.43,10.4,Eastern,Partial
5.3,0.3,0.3,Low,B,0.4,13.6,Western,Partial
6.9,0.58,0.58,Moderate,C,0.44,12.2,Eastern,Full
7.2,0.23,0.25,High,A,0.51,8.7,Southern,Partial
7.1,0.2,0.27,Moderate,C,0.37,10.5,Western,Partial
6.8,0.15,0.41,High,C,0.78,10.2,Eastern,Partial
6.4,0.16,0.44,Low,B,0.75,11.3,Western,Full
6.8,0.15,0.41,High,C,0.78,10.2,Eastern,Full
6.8,0.31,0.3,Moderate,B,0.63,12.6,Western,Partial
6.8,0.15,0.41,High,C,0.78,10.2,Eastern,Partial
7.6,0.3,0.37,Low,C,0.5,9.8,Southern,Partial
6,0.16,0.27,High,C,0.34,10.8,Southern,Partial
7.1,0.21,0.35,Normal,B,0.56,12.5,Eastern,Partial
5.6,0.21,0.24,Normal,B,0.31,11.5,Western,Partial
7.4,0.22,0.26,Moderate,C,0.41,11.4,Eastern,Partial
7.1,0.2,0.27,Moderate,C,0.37,10.5,Western,Partial
6.8,0.31,0.3,Moderate,B,0.63,12.6,Western,Partial
7.2,0.23,0.25,High,A,0.51,8.7,Southern,Partial
6.4,0.15,0.4,Low,B,0.68,11,Eastern,Partial
6.4,0.16,0.44,Low,B,0.75,11.3,Western,Full
6.8,0.15,0.41,High,C,0.78,10.2,Eastern,Partial
6.3,0.22,0.34,Low,B,0.74,11.6,Eastern,Partial
7.6,0.3,0.37,Low,C,0.5,9.8,Southern,Partial
7,0.3,0.27,Low,C,0.52,10.1,Southern,Partial
6.6,0.26,0.22,High,D,0.5,9.2,Southern,Partial
7.5,0.24,0.31,High,D,0.53,9.1,Eastern,Full
7.5,0.24,0.31,High,D,0.53,9.1,Eastern,Partial
7.5,0.24,0.31,High,D,0.53,9.1,Eastern,Partial
7.5,0.24,0.31,High,D,0.53,9.1,Eastern,Partial
6.6,0.15,0.34,Low,B,0.5,11.7,Eastern,Partial
6.7,0.34,0.43,Low,B,0.44,12.6,Eastern,Partial
7.7,0.35,0.46,High,D,0.47,9,Southern,Full
6.7,0.31,0.09,Low,B,0.44,10.1,Southern,Partial
4.7,0.67,0.09,Low,B,0.34,13.6,Southern,Partial
7.5,0.24,0.31,High,D,0.53,9.1,Eastern,Partial
6.3,0.2,0.18,High,C,0.54,9.2,Southern,Partial
6.6,0.28,0.23,High,D,0.51,8.8,Southern,Partial
8.5,0.18,0.3,Low,C,0.36,10,Western,Partial
6.5,0.35,0.38,Moderate,C,0.48,9.1,Eastern,Partial
6.8,0.22,0.26,Low,B,0.35,11.2,Southern,Partial
6.3,0.18,0.24,Normal,C,0.52,9.2,Eastern,Partial
6.6,0.26,0.22,High,D,0.5,9.2,Southern,Partial
6.6,0.3,0.45,Moderate,C,0.48,9.5,Southern,Partial
6.3,0.34,0.27,Normal,B,0.6,11.9,Western,Partial
7.7,0.3,0.23,Low,C,0.62,9.8,Southern,Partial
7.7,0.31,0.23,Low,C,0.62,9.8,Southern,Partial
5.7,0.265,0.28,Moderate,C,0.44,10.8,Western,Full
5.4,0.255,0.33,Low,B,0.66,11.3,Eastern,Partial
6.6,0.26,0.28,Moderate,C,0.34,12.1,Eastern,Partial
4.8,0.17,0.28,Normal,B,0.34,11.3,Western,Partial
5.7,0.265,0.28,Moderate,C,0.44,10.8,Western,Partial
6.2,0.2,0.33,Normal,B,0.41,13.5,Western,Partial
7.5,0.28,0.41,Low,C,0.45,10.3,Southern,Partial
6.2,0.22,0.2,High,A,0.53,9,Eastern,Partial
7,0.34,0.26,High,C,0.35,11.6,Eastern,Partial
7.5,0.28,0.41,Low,C,0.45,10.3,Southern,Partial
6.5,0.19,0.34,Low,B,0.68,12.5,Eastern,Partial
6,0.21,0.29,High,D,0.45,8.6,Southern,Partial
6.1,0.22,0.46,Low,B,0.33,13.4,Eastern,Partial
6.5,0.32,0.48,Moderate,B,0.79,12.7,Western,Partial
7.1,0.21,0.72,Low,C,0.51,9.2,Southern,Partial
5.6,0.26,0.18,Low,B,0.35,10.2,Eastern,Partial
7,0.15,0.28,High,D,0.39,9,Western,Partial
7,0.15,0.28,High,D,0.39,9,Western,Partial
7,0.15,0.28,High,D,0.39,9,Western,Partial
7,0.15,0.28,High,D,0.39,9,Western,Partial
7,0.15,0.28,High,D,0.39,9,Western,Partial
7,0.15,0.28,High,D,0.39,9,Western,Partial
7,0.15,0.28,High,D,0.39,9,Western,Partial
7.4,0.27,0.28,Low,B,0.4,11.9,Southern,Partial
6.8,0.22,0.3,High,C,0.42,9,Eastern,Partial
6.2,0.24,0.25,High,D,0.51,9,Southern,Full
6.3,0.28,0.29,Moderate,C,0.59,11,Eastern,Partial
7,0.15,0.28,High,D,0.39,9,Western,Partial
5.5,0.17,0.23,Normal,B,0.5,10,Southern,Partial
6.5,0.26,0.34,Low,B,0.46,10.7,Southern,Partial
6.6,0.27,0.33,Low,B,0.46,10.7,Southern,Full
7.8,0.19,0.32,Moderate,C,0.39,11,Eastern,Partial
5.5,0.17,0.23,Normal,B,0.5,10,Southern,Partial
6.5,0.26,0.34,Low,B,0.46,10.7,Southern,Partial
6.6,0.27,0.33,Low,B,0.46,10.7,Southern,Partial
7.8,0.19,0.32,Moderate,C,0.39,11,Eastern,Full
7.8,0.2,0.32,Normal,B,0.39,11,Eastern,Partial
6.1,0.17,0.28,Normal,B,0.37,11.1,Western,Full
7.4,0.2,0.35,Moderate,B,0.52,10.9,Southern,Full
6.7,0.39,0.24,Normal,B,0.37,11.5,Southern,Partial
6.9,0.4,0.17,High,D,0.49,9.4,Southern,Partial
6.9,0.4,0.17,High,D,0.49,9.4,Southern,Full
6.9,0.4,0.17,High,D,0.49,9.4,Southern,Partial
6.3,0.24,0.29,High,C,0.38,10.6,Eastern,Partial
6.9,0.4,0.17,High,D,0.49,9.4,Southern,Partial
7.4,0.27,0.31,Low,B,0.65,12,Western,Partial
6.1,0.27,0.28,Moderate,C,0.42,10.2,Eastern,Partial
6.3,0.24,0.29,High,C,0.38,10.6,Eastern,Full
5,0.61,0.12,Low,B,0.37,13.5,Southern,Partial
6.7,0.42,0.39,High,D,0.58,9.7,Southern,Partial
6.5,0.33,0.28,Moderate,B,0.32,12.2,Eastern,Partial
6.9,0.33,0.31,Moderate,B,0.57,12.3,Southern,Full
6.5,0.33,0.28,Moderate,B,0.32,12.2,Eastern,Partial
6.3,0.15,0.3,Low,B,0.57,11.4,Western,Partial
6.5,0.32,0.45,Moderate,B,0.7,12.7,Western,Partial
6.7,0.42,0.39,High,D,0.58,9.7,Southern,Partial
7.4,0.25,0.29,Moderate,C,0.29,10.8,Eastern,Partial
7.6,0.27,0.3,Moderate,C,0.29,11,Eastern,Partial
6.4,0.27,0.45,Moderate,C,0.48,9.5,Southern,Partial
6.5,0.25,0.27,High,D,0.49,10.1,Eastern,Partial
5.6,0.19,0.31,Normal,B,0.4,13.2,Western,Partial
7.4,0.29,0.48,High,D,0.34,8.8,Southern,Partial
6.4,0.34,0.44,Moderate,C,0.48,9.5,Southern,Partial
6.6,0.27,0.52,Moderate,C,0.48,9.5,Southern,Partial
6.6,0.26,0.52,Moderate,C,0.47,9.5,Eastern,Partial
6.4,0.27,0.45,Moderate,C,0.48,9.5,Southern,Full
6.5,0.26,0.5,Moderate,C,0.47,9.5,Southern,Partial
6.8,0.25,0.3,High,C,0.58,10.4,Eastern,Partial
6.3,0.32,0.26,High,C,0.55,9.9,Eastern,Partial
5.5,0.24,0.45,Low,B,0.48,10,Southern,Partial
6.5,0.25,0.27,High,D,0.49,10.1,Eastern,Partial
6.6,0.13,0.29,High,C,0.39,9.4,Eastern,Partial
7,0.39,0.21,High,C,0.47,9.3,Southern,Partial
7.9,0.21,0.39,Low,B,0.52,10.9,Southern,Partial
7,0.3,0.28,Low,B,0.57,11.4,Southern,Partial
8.1,0.2,0.3,Low,B,0.73,10.3,Southern,Partial
8.3,0.18,0.3,Low,B,0.51,11,Eastern,Partial
7.9,0.21,0.39,Low,B,0.52,10.9,Southern,Partial
7.2,0.17,0.34,Moderate,C,0.4,10.8,Eastern,Partial
8.1,0.2,0.3,Low,B,0.73,10.3,Southern,Full
8.3,0.18,0.3,Low,B,0.51,11,Eastern,Partial
7,0.39,0.21,High,C,0.47,9.3,Southern,Partial
6.8,0.21,0.62,Moderate,C,0.59,10.2,Southern,Partial
6.9,0.21,0.62,Moderate,C,0.59,10.2,Eastern,Partial
7.2,0.17,0.34,Moderate,C,0.4,10.8,Eastern,Full
7.2,0.28,0.38,Low,B,0.52,11.1,Southern,Partial
7.9,0.21,0.39,Low,B,0.52,10.9,Southern,Partial
7,0.3,0.28,Low,B,0.57,11.4,Southern,Partial
7.4,0.34,0.28,High,C,0.49,10.3,Southern,Full
6.3,0.43,0.32,Moderate,B,0.33,12.9,Western,Partial
6.8,0.41,0.3,Moderate,C,0.59,9.9,Southern,Partial
6.3,0.4,0.24,Normal,B,0.44,11.3,Eastern,Partial
5.1,0.35,0.26,Moderate,B,0.4,11.5,Eastern,Partial
5.1,0.35,0.26,Moderate,B,0.4,11.5,Eastern,Partial
6.3,0.3,0.2,Normal,B,0.38,10.7,Southern,Full
6.9,0.28,0.28,High,C,0.56,10.4,Eastern,Partial
7,0.33,0.28,Normal,B,0.64,12.5,Eastern,Partial
6.7,0.26,0.49,Moderate,C,0.48,9.5,Southern,Full
7.3,0.24,0.3,Normal,B,0.56,11.3,Western,Partial
6.7,0.46,0.21,Normal,B,0.54,13,Eastern,Partial
5.1,0.35,0.26,Moderate,B,0.4,11.5,Eastern,Partial
5.1,0.23,0.18,Low,B,0.39,11.5,Southern,Full
6.3,0.4,0.24,Normal,B,0.44,11.3,Eastern,Partial
7.1,0.44,0.23,Normal,B,0.57,13.2,Western,Partial
4.8,0.26,0.23,High,C,0.28,11.5,Western,Partial
6.8,0.31,0.19,Normal,C,0.44,9.6,Southern,Partial
6.8,0.31,0.19,Normal,C,0.44,9.6,Southern,Partial
7,0.15,0.29,High,D,0.37,9.7,Eastern,Partial
6.5,0.41,0.22,Normal,C,0.62,9.2,Southern,Partial
6.2,0.31,0.23,Normal,C,0.48,8.4,Southern,Partial
8,0.27,0.33,Low,B,0.45,12.4,Eastern,Partial
8,0.27,0.33,Low,B,0.45,12.4,Eastern,Partial
6.5,0.41,0.22,Normal,C,0.62,9.2,Southern,Partial
6.2,0.31,0.23,Normal,C,0.48,8.4,Southern,Partial
6.7,0.37,0.25,Normal,B,0.36,11.7,Eastern,Partial
6.6,0.21,0.5,Moderate,C,0.56,11,Eastern,Partial
7.5,0.26,0.31,Low,B,0.43,11.9,Eastern,Partial
7.5,0.34,0.28,Normal,B,0.5,13.2,Western,Partial
6.7,0.37,0.25,Normal,B,0.36,11.7,Eastern,Partial
6.4,0.32,0.23,High,D,0.54,9.1,Southern,Full
6.7,0.24,0.32,Moderate,C,0.35,12.6,Eastern,Partial
6.4,0.32,0.23,High,D,0.54,9.1,Southern,Full
7.1,0.39,0.79,Low,B,0.46,10.5,Eastern,Partial
8.2,0.31,0.43,Moderate,C,0.64,10.6,Southern,Full
6.7,0.24,0.32,Moderate,C,0.35,12.6,Eastern,Partial
5.9,0.17,0.29,Normal,B,0.33,13.7,Western,Partial
5.9,0.2,0.23,Low,B,0.49,12,Eastern,Partial
6.6,0.32,0.26,Normal,B,0.73,12.5,Western,Partial
5.9,0.12,0.27,Normal,B,0.68,12.1,Eastern,Partial
5.9,0.18,0.29,Normal,B,0.38,11.3,Eastern,Partial
5.9,0.2,0.23,Low,B,0.49,12,Eastern,Partial
5.4,0.17,0.27,Normal,B,0.55,10.3,Eastern,Partial
6.1,0.21,0.3,Moderate,B,0.31,12.7,Eastern,Partial
7.3,0.25,0.26,Moderate,C,0.37,9.2,Southern,Partial
7.3,0.25,0.26,Moderate,C,0.37,9.2,Southern,Partial
6.2,0.22,0.3,High,C,0.47,9.5,Eastern,Partial
6.5,0.27,0.19,Moderate,C,0.34,10.1,Eastern,Partial
6.5,0.27,0.19,Moderate,C,0.34,10.1,Eastern,Partial
6.6,0.39,0.22,Normal,B,0.53,13,Western,Partial
6,0.31,0.38,Normal,B,0.56,13.1,Eastern,Partial
8.4,0.23,0.32,Low,B,0.55,11,Eastern,Partial
7.3,0.25,0.26,Moderate,C,0.37,9.2,Southern,Full
6,0.22,0.25,High,C,0.36,9.4,Eastern,Partial
6.2,0.22,0.3,High,C,0.47,9.5,Eastern,Partial
6.1,0.23,0.27,Moderate,C,0.4,10.2,Eastern,Partial
6.5,0.27,0.19,Moderate,C,0.34,10.1,Eastern,Partial
7.3,0.36,0.54,High,D,0.49,8.6,Western,Partial
7.6,0.37,0.51,High,D,0.51,9,Southern,Partial
6.7,0.26,0.51,Moderate,C,0.5,9.6,Southern,Partial
7.4,0.22,0.27,Low,C,0.44,9.9,Western,Partial
6.1,0.22,0.28,High,C,0.38,10.5,Southern,Partial
7.1,0.28,0.31,Low,B,0.5,11.4,Southern,Full
6.5,0.35,0.31,High,C,0.49,9.4,Southern,Partial
6.8,0.73,0.2,Moderate,C,0.28,11.1,Western,Partial
6,0.28,0.24,High,D,0.45,8.9,Eastern,Full
6,0.28,0.24,High,D,0.45,8.9,Eastern,Partial
7.1,0.2,0.37,Low,B,0.52,10.8,Southern,Partial
6.8,0.33,0.31,Moderate,B,0.55,12.2,Eastern,Partial
6,0.28,0.24,High,D,0.45,8.9,Eastern,Partial
7.2,0.24,0.36,Low,B,0.63,12.5,Eastern,Partial
6.8,0.33,0.31,Moderate,B,0.55,12.2,Eastern,Full
7.2,0.24,0.36,Low,B,0.63,12.5,Eastern,Partial
6,0.28,0.24,High,D,0.45,8.9,Eastern,Partial
6.2,0.27,0.26,High,C,0.37,10.8,Eastern,Partial
6.4,0.38,0.26,Moderate,B,0.31,11.4,Eastern,Partial
7.1,0.2,0.37,Low,B,0.52,10.8,Southern,Partial
6,0.21,0.3,Moderate,C,0.39,10.6,Southern,Partial
7,0.34,0.1,Normal,C,0.39,9.2,Southern,Partial
5.9,0.435,0.16,Moderate,B,0.46,12.2,Eastern,Partial
7,0.25,0.33,Low,B,0.45,12.3,Eastern,Partial
6.7,0.26,0.29,Moderate,C,0.56,10.4,Eastern,Partial
7,0.24,0.3,High,C,0.57,10.4,Eastern,Partial
8.5,0.23,0.34,Low,B,0.55,11,Western,Partial
6,0.21,0.3,Moderate,C,0.39,10.6,Southern,Partial
7,0.34,0.1,Normal,C,0.39,9.2,Southern,Partial
4.8,0.65,0.12,Low,B,0.36,13.5,Western,Full
6.1,0.22,0.38,Normal,B,0.64,11.4,Eastern,Partial
5.8,0.27,0.26,Normal,B,0.38,11.5,Eastern,Full
5,0.455,0.18,Low,B,0.83,14,Western,Full
6.5,0.33,0.3,Normal,B,0.63,12.5,Western,Partial
6.5,0.33,0.3,Normal,B,0.63,12.5,Western,Partial
6.7,0.31,0.3,Low,B,0.36,12.8,Western,Partial
6.2,0.39,0.24,Normal,B,0.43,11.2,Western,Full
6.2,0.39,0.24,Normal,B,0.43,11.2,Western,Partial
7.1,0.37,0.3,Moderate,B,0.27,13.6,Eastern,Full
7.2,0.23,0.82,Low,C,0.42,9.2,Eastern,Partial
6.5,0.33,0.3,Normal,B,0.63,12.5,Western,Partial
7.2,0.25,0.32,Low,B,0.48,11.1,Eastern,Partial
6.2,0.39,0.24,Normal,B,0.43,11.2,Western,Full
4.7,0.455,0.18,Low,B,0.83,14,Western,Partial
7.1,0.37,0.3,Moderate,B,0.27,13.6,Eastern,Partial
6.2,0.28,0.51,Moderate,C,0.52,9.4,Southern,Partial
6.4,0.35,0.28,Low,B,0.4,14.2,Western,Partial
6.6,0.31,0.28,Low,B,0.4,13.2,Eastern,Partial
7.4,0.25,0.37,Normal,B,0.53,11.2,Eastern,Partial
7.3,0.36,0.34,High,D,0.57,10.2,Southern,Partial
6.7,0.31,0.3,Low,B,0.36,12.8,Western,Partial
8.6,0.31,0.3,Low,B,0.39,10.1,Southern,Partial
8.6,0.31,0.3,Low,B,0.39,10.1,Southern,Full
8.6,0.22,0.33,Low,B,0.31,10.3,Southern,Partial
6.9,0.14,0.29,Moderate,C,0.33,9.9,Eastern,Full
6.5,0.22,0.31,Normal,B,0.31,11.5,Southern,Full
6.6,0.32,0.47,High,D,0.56,9,Southern,Full
6.6,0.32,0.47,High,D,0.56,9,Southern,Partial
6.1,0.28,0.26,Low,B,0.41,12.1,Eastern,Partial
6.2,0.3,0.28,Low,B,0.41,13.3,Eastern,Partial
8.7,0.31,0.21,Normal,C,0.52,11,Western,Partial
7.3,0.27,0.3,Low,B,0.53,10.7,Eastern,Partial
7,0.46,0.2,High,D,0.56,9.4,Southern,Full
5.7,0.23,0.25,Moderate,C,0.61,10.3,Eastern,Partial
6.5,0.36,0.36,Moderate,C,0.42,9.3,Southern,Partial
8.2,0.18,0.38,Low,B,0.6,12,Eastern,Partial
6.2,0.27,0.32,Moderate,C,0.6,11,Eastern,Partial
6.9,0.4,0.37,Moderate,C,0.5,9.3,Southern,Partial
4.9,0.345,0.34,Low,B,0.4,10.1,Southern,Partial
7.2,0.23,0.39,Low,B,0.47,11.1,Eastern,Partial
6.4,0.2,0.15,Moderate,C,0.58,9.9,Eastern,Partial
6.1,0.27,0.32,Moderate,C,0.6,11,Eastern,Partial
6.2,0.27,0.32,Moderate,C,0.6,11,Eastern,Partial
6,0.3,0.33,Low,B,0.42,12.5,Eastern,Partial
6.1,0.3,0.32,Low,B,0.44,12.7,Western,Full
5.7,0.14,0.3,Normal,C,0.45,9.3,Southern,Partial
6.9,0.4,0.37,Moderate,C,0.5,9.3,Southern,Partial
4.9,0.345,0.34,Low,B,0.4,10.1,Southern,Partial
6.3,0.33,0.2,High,D,0.51,8.8,Southern,Partial
7,0.16,0.3,Normal,B,0.47,11.2,Eastern,Partial
8.4,0.22,0.3,Low,B,0.54,10.8,Western,Partial
6.3,0.33,0.2,High,D,0.51,8.8,Southern,Partial
7,0.16,0.3,Normal,B,0.47,11.2,Eastern,Partial
5.4,0.24,0.18,Low,B,0.46,10.3,Southern,Partial
7.7,0.31,0.36,Normal,B,0.48,12,Southern,Partial
5.6,0.185,0.19,Moderate,C,0.41,9.5,Eastern,Partial
5.6,0.185,0.19,Moderate,C,0.41,9.5,Eastern,Partial
6.6,0.43,0.24,High,C,0.54,9.8,Eastern,Partial
7.6,0.39,0.46,High,D,0.51,9,Southern,Full
7.2,0.58,0.27,Normal,B,0.53,13,Western,Partial
6,0.34,0.32,Normal,B,0.44,11.8,Western,Partial
7.5,0.35,0.48,High,D,0.52,8.8,Southern,Partial
7.3,0.38,0.23,Moderate,C,0.55,11.2,Western,Partial
5.4,0.185,0.19,Moderate,C,0.41,9.5,Eastern,Partial
6.3,0.27,0.51,Moderate,C,0.54,9.4,Western,Partial
6.5,0.29,0.52,Moderate,C,0.51,9.5,Eastern,Partial
6.4,0.17,0.3,Normal,B,0.49,10.4,Eastern,Partial
6.7,0.18,0.31,High,C,0.49,9.8,Western,Partial
6.4,0.17,0.3,Normal,B,0.49,10.4,Eastern,Full
6.8,0.37,0.67,Low,B,0.56,10.3,Eastern,Full
6.3,0.27,0.51,Moderate,C,0.54,9.4,Western,Partial
6.5,0.29,0.52,Moderate,C,0.51,9.5,Eastern,Partial
6.1,0.24,0.26,Low,B,0.81,11.9,Western,Partial
7,0.32,0.29,Moderate,B,0.65,12.8,Western,Partial
6.9,0.27,0.25,Moderate,B,0.38,13,Eastern,Partial
6.5,0.29,0.53,Low,B,0.59,10.4,Western,Partial
6.5,0.29,0.52,Low,B,0.59,10.4,Eastern,Partial
6.1,0.22,0.25,High,C,0.4,10.7,Southern,Partial
6.3,0.22,0.27,Normal,C,0.76,10.7,Western,Partial
6.1,0.24,0.26,Low,B,0.81,11.9,Western,Partial
5.6,0.23,0.25,Moderate,C,0.42,10.4,Eastern,Partial
7,0.32,0.29,Moderate,B,0.65,12.8,Western,Partial
6.8,0.11,0.27,Moderate,C,0.37,9.9,Eastern,Partial
6.8,0.11,0.27,Moderate,C,0.37,9.9,Eastern,Partial
7.3,0.23,0.41,High,D,0.71,9.4,Eastern,Partial
6.1,0.2,0.17,Low,B,0.43,11.4,Eastern,Partial
6.8,0.11,0.27,Moderate,C,0.37,9.9,Eastern,Partial
7.3,0.23,0.41,High,D,0.71,9.4,Eastern,Partial
6.9,0.2,0.41,Low,C,0.39,9.2,Southern,Partial
6.7,0.19,0.32,Normal,B,0.57,10.5,Western,Partial
6.7,0.28,0.34,Moderate,C,0.54,11,Western,Partial
6.7,0.28,0.34,Moderate,C,0.54,11,Western,Partial
8,0.37,0.31,Normal,B,0.72,12.1,Southern,Partial
6.7,0.28,0.34,Moderate,C,0.54,11,Western,Partial
6,0.26,0.29,Normal,B,0.39,12.8,Western,Partial
6.4,0.24,0.49,Normal,C,0.98,10.5,Eastern,Partial
6.4,0.24,0.49,Normal,C,0.98,10.5,Eastern,Partial
6.4,0.24,0.49,Normal,C,0.98,10.5,Eastern,Partial
6.4,0.25,0.57,Low,B,0.4,9.5,Southern,Partial
6.1,0.25,0.48,High,D,0.45,9.2,Eastern,Full
6.8,0.14,0.35,Low,B,0.72,11.1,Eastern,Partial
6.5,0.38,0.26,Normal,B,0.5,12.3,Western,Partial
6.8,0.14,0.35,Low,B,0.72,11.1,Eastern,Partial
5.4,0.15,0.32,Normal,B,0.58,12.6,Eastern,Partial
6.4,0.25,0.57,Low,B,0.4,9.5,Southern,Partial
6.1,0.25,0.48,High,D,0.45,9.2,Eastern,Partial
6.8,0.22,0.32,Normal,C,0.57,10.8,Eastern,Full
7.2,0.21,0.29,Normal,B,0.6,11.3,Eastern,Partial
6,0.26,0.29,Normal,B,0.39,12.8,Western,Full
6.4,0.24,0.49,Normal,C,0.98,10.5,Eastern,Partial
6.5,0.46,0.24,High,C,0.56,9.8,Eastern,Partial
6.5,0.18,0.48,High,A,0.61,8.5,Eastern,Partial
6.2,0.32,0.12,Normal,C,0.5,9.3,Southern,Partial
7.2,0.4,0.24,Moderate,C,0.52,9.2,Southern,Partial
5.9,0.23,0.24,Low,B,0.51,11.4,Eastern,Partial
6.4,0.18,0.48,High,A,0.61,8.5,Eastern,Partial
6.2,0.32,0.12,Normal,C,0.5,9.3,Southern,Partial
6.4,0.37,0.12,Normal,C,0.46,8.4,Western,Partial
7,0.23,0.42,Low,C,0.4,9.2,Southern,Full
7.2,0.4,0.24,Moderate,C,0.52,9.2,Southern,Partial
7.6,0.19,0.37,High,C,0.79,10.4,Eastern,Partial
6,0.28,0.27,Normal,B,0.56,11.6,Eastern,Partial
6.2,0.32,0.45,Normal,B,0.6,12.4,Eastern,Partial
7.6,0.19,0.37,High,C,0.79,10.4,Eastern,Partial
6.4,0.26,0.26,Low,C,0.54,9.3,Southern,Partial
5.9,0.25,0.27,Low,B,0.46,12.2,Eastern,Partial
6.1,0.28,0.3,Moderate,C,0.46,11,Eastern,Partial
6.9,0.19,0.38,Low,B,0.38,11.4,Southern,Partial
6.4,0.29,0.57,Low,B,0.41,9.5,Southern,Full
6.8,0.27,0.22,High,D,0.53,9.2,Southern,Partial
7.5,0.26,0.38,Normal,C,0.62,11.1,Eastern,Partial
6.8,0.27,0.22,High,D,0.53,9.2,Southern,Partial
6.4,0.2,0.22,Moderate,C,0.58,11,Eastern,Partial
7.3,0.33,0.22,Low,C,0.48,9.9,Southern,Partial
7.3,0.34,0.22,Low,C,0.46,9.9,Southern,Partial
6.4,0.29,0.57,Low,B,0.41,9.5,Southern,Partial
6.1,1.1,0.16,Normal,B,0.47,12.4,Western,Partial
6.3,0.24,0.29,Low,C,0.5,9.4,Southern,Partial
6.2,0.24,0.22,Moderate,C,0.52,9.3,Southern,Partial
7.4,0.16,0.27,High,D,0.43,8.7,Western,Partial
7.4,0.16,0.27,High,D,0.43,8.7,Western,Partial
7.4,0.16,0.27,High,D,0.43,8.7,Western,Full
7.4,0.16,0.27,High,D,0.43,8.7,Western,Partial
7.2,0.17,0.28,High,D,0.43,9,Western,Partial
6.9,0.19,0.35,High,C,0.63,10.7,Eastern,Partial
6.9,0.19,0.35,High,C,0.63,10.7,Eastern,Partial
6.8,0.16,0.36,Low,B,0.58,11.3,Eastern,Partial
7.4,0.16,0.27,High,D,0.43,8.7,Western,Partial
6.8,0.3,0.27,High,C,0.38,11.7,Eastern,Partial
6.2,0.24,0.22,Moderate,C,0.52,9.3,Southern,Partial
7.4,0.16,0.27,High,D,0.43,8.7,Western,Partial
7.2,0.17,0.28,High,D,0.43,9,Western,Partial
6.8,0.3,0.27,High,C,0.38,11.7,Eastern,Partial
6.5,0.43,0.18,High,C,0.51,10.7,Southern,Partial
6.6,0.17,0.36,Low,B,0.54,11.4,Eastern,Partial
6.9,0.19,0.35,High,C,0.63,10.7,Eastern,Partial
6.8,0.16,0.36,Low,B,0.58,11.3,Eastern,Partial
6.4,0.41,0.01,Moderate,C,0.42,10,Southern,Partial
6.4,0.41,0.01,Moderate,C,0.42,10,Southern,Partial
7.4,0.36,0.32,Low,B,0.49,11.2,Eastern,Partial
6.1,0.17,0.21,Low,C,0.41,9.7,Southern,Partial
5.5,0.28,0.21,Low,B,0.42,12.5,Southern,Partial
7.1,0.44,0.27,Moderate,C,0.36,11.8,Eastern,Partial
6.9,0.38,0.28,Moderate,C,0.72,10.6,Southern,Partial
7.1,0.44,0.27,Moderate,C,0.36,11.8,Eastern,Partial
6.2,0.24,0.28,High,C,0.37,10.7,Eastern,Partial
6.1,0.28,0.27,Moderate,C,0.51,9.9,Southern,Partial
7.6,0.26,0.32,Low,B,0.46,12,Eastern,Partial
7.5,0.16,0.38,High,C,0.82,10.4,Western,Full
6.5,0.36,0.16,Low,C,0.39,8.5,Southern,Partial
6.6,0.35,0.19,High,C,0.38,9.9,Western,Partial
5.7,0.25,0.26,High,C,0.45,9.4,Eastern,Partial
7.4,0.37,0.26,Moderate,C,0.46,10.4,Southern,Partial
5.7,0.25,0.21,Low,B,0.59,11,Eastern,Partial
5.8,0.23,0.21,Low,B,0.57,11,Eastern,Partial
5.4,0.265,0.28,Moderate,C,0.38,10.4,Eastern,Partial
